Thu Apr  3 23:52:07 2014    profil_all_nonumpy

         274136 function calls (273512 primitive calls) in 41.506 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.001    0.000    0.001    0.000 _weakrefset.py:26(__exit__)
        8    0.001    0.000    0.003    0.000 core.py:7124(getdoc)
      100    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.001    0.001    0.001    0.001 polytemplate.py:11(<module>)
        1    0.001    0.001    0.001    0.001 fromnumeric.py:2(<module>)
        1    0.001    0.001    0.001    0.001 stride_tricks.py:7(<module>)
        3    0.001    0.000    0.001    0.000 nosetester.py:82(_docmethod)
        1    0.001    0.001    0.001    0.001 ImagePalette.py:19(<module>)
        1    0.001    0.001    0.002    0.002 FixTk.py:1(<module>)
        1    0.001    0.001    0.001    0.001 Keys.py:1(<module>)
        2    0.001    0.000    0.104    0.052 Image.py:661(convert)
       23    0.001    0.000    0.001    0.000 {_struct.calcsize}
       74    0.001    0.000    0.001    0.000 {method 'release' of 'thread.lock' objects}
        1    0.001    0.001    0.001    0.001 gl.py:4(<module>)
        3    0.001    0.000    0.001    0.000 ImageDraw.py:293(Draw)
        3    0.001    0.000    0.001    0.000 ImageDraw.py:61(__init__)
        1    0.001    0.001    0.001    0.001 case.py:133(TestCase)
       46    0.001    0.000    0.001    0.000 {repr}
        1    0.001    0.001    0.172    0.172 Display.py:168(destroy)
       37    0.001    0.000    0.001    0.000 abc.py:15(abstractmethod)
       15    0.001    0.000    0.001    0.000 {hasattr}
       11    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.012    0.012 util.py:1(<module>)
       11    0.000    0.000    0.011    0.001 __init__.py:1548(getLogger)
       46    0.000    0.000    0.000    0.000 six.py:82(__init__)
       14    0.000    0.000    0.002    0.000 __init__.py:210(_acquireLock)
        1    0.000    0.000    0.000    0.000 ioctl.py:24(<module>)
        1    0.000    0.000    0.075    0.075 Image.py:1970(open)
        8    0.000    0.000    0.004    0.001 core.py:7119(__init__)
        2    0.000    0.000    0.000    0.000 {_warnings.warn}
        1    0.000    0.000    0.010    0.010 parse_mtl.py:13(Materials)
       10    0.000    0.000    0.001    0.000 six.py:110(__init__)
       25    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 _inspect.py:6(<module>)
        6    0.000    0.000    0.087    0.014 string.py:148(substitute)
        1    0.000    0.000    0.001    0.001 <string>:7(Hermite)
        2    0.000    0.000    0.001    0.000 locale.py:347(normalize)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
       52    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       11    0.000    0.000    0.002    0.000 {all}
        9    0.000    0.000    0.000    0.000 Image.py:461(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:186(__init__)
        4    0.000    0.000    0.001    0.000 PngImagePlugin.py:88(read)
       11    0.000    0.000    0.011    0.001 Log.py:69(logger)
        1    0.000    0.000    0.152    0.152 osd.py:15(__init__)
        1    0.000    0.000    0.000    0.000 Keyboard.py:85(x11Keyboard)
        3    0.000    0.000    0.019    0.006 Image.py:1762(new)
       18    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       14    0.000    0.000    0.002    0.000 __init__.py:219(_releaseLock)
        1    0.000    0.000    0.001    0.001 numbers.py:34(Complex)
       73    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:447(Image)
       40    0.000    0.000    0.001    0.000 _binary.py:15(i8)
        2    0.000    0.000    0.187    0.094 Texture.py:39(__init__)
        1    0.000    0.000    0.003    0.003 __init__.py:71(search_function)
        3    0.000    0.000    0.001    0.000 PngImagePlugin.py:120(crc)
        2    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       13    0.000    0.000    0.001    0.000 numerictypes.py:184(english_capitalize)
        6    0.000    0.000    0.001    0.000 hashlib.py:94(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.001    0.001 <string>:7(Laguerre)
        3    0.000    0.000    0.001    0.000 functools.py:17(update_wrapper)
        1    0.000    0.000    0.000    0.000 gl2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.000    0.000    0.001    0.001 <string>:7(HermiteE)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.002    0.002 __init__.py:1488(basicConfig)
        1    0.000    0.000    0.001    0.001 locale.py:461(getdefaultlocale)
        3    0.000    0.000    0.183    0.061 util.py:223(find_library)
        2    0.000    0.000    0.714    0.357 osd.py:107(__init__)
        4    0.000    0.000    0.001    0.000 PngImagePlugin.py:113(call)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        4    0.000    0.000    0.000    0.000 {method 'format' of 'unicode' objects}
        1    0.000    0.000    0.001    0.001 numbers.py:295(Integral)
        3    0.000    0.000    0.105    0.035 re.py:139(search)
       52    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        1    0.000    0.000    0.000    0.000 __init__.py:494(BufferingFormatter)
        1    0.000    0.000    0.001    0.001 <string>:7(Chebyshev)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.007    0.007 warnings.py:45(filterwarnings)
        8    0.000    0.000    0.000    0.000 Image.py:625(load)
       17    0.000    0.000    0.000    0.000 osd.py:27(add)
       23    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.015    0.015 Keyboard.py:16(__init__)
        1    0.000    0.000    0.001    0.001 <string>:7(Legendre)
        6    0.000    0.000    0.001    0.000 _binary.py:37(i32be)
        1    0.000    0.000    0.001    0.001 <string>:7(Polynomial)
        1    0.000    0.000    0.002    0.002 Camera.py:180(_LookAtMatrix)
       32    0.000    0.000    0.000    0.000 {time.time}
        9    0.000    0.000    0.001    0.000 core.py:2430(getdoc)
        9    0.000    0.000    0.005    0.001 extras.py:239(__init__)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
        1    0.000    0.000    0.000    0.000 posixpath.py:321(normpath)
        1    0.000    0.000    0.001    0.001 threading.py:436(__init__)
       10    0.000    0.000    0.000    0.000 Image.py:2165(register_extension)
        1    0.000    0.000    0.005    0.005 Display.py:41(__init__)
        5    0.000    0.000    0.001    0.000 {sum}
        2    0.000    0.000    0.000    0.000 {PIL._imaging.raw_encoder}
        5    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        1    0.000    0.000    0.000    0.000 Building.py:430(Building)
       13    0.000    0.000    0.000    0.000 __init__.py:578(__init__)
        9    0.000    0.000    0.001    0.000 core.py:2424(__init__)
       11    0.000    0.000    0.000    0.000 collections.py:352(<genexpr>)
       11    0.000    0.000    0.001    0.000 collections.py:354(<genexpr>)
        1    0.000    0.000    0.001    0.001 random.py:100(seed)
       50    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        5    0.000    0.000    0.000    0.000 Image.py:2128(register_open)
        2    0.000    0.000    0.000    0.000 getlimits.py:234(__init__)
        1    0.000    0.000    0.033    0.033 Display.py:317(create)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 collections.py:25(OrderedDict)
        1    0.000    0.000    0.000    0.000 {PIL._imaging.zip_decoder}
        1    0.000    0.000    0.000    0.000 JpegPresets.py:67(<module>)
        3    0.000    0.000    0.000    0.000 core.py:731(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:493(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.020    0.020 platform.py:1162(uname)
        1    0.000    0.000    0.000    0.000 EventStream.py:19(EventStream)
        1    0.000    0.000    0.000    0.000 Event.py:21(InputEvents)
        1    0.000    0.000    0.001    0.001 Camera.py:234(_OrthographicMatrix)
        1    0.000    0.000    0.000    0.000 gl2ext.py:4(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        3    0.000    0.000    0.001    0.000 result.py:14(failfast)
       19    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 posixpath.py:68(join)
       13    0.000    0.000    0.000    0.000 __init__.py:957(append)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        3    0.000    0.000    0.000    0.000 threading.py:106(__init__)
        6    0.000    0.000    0.000    0.000 _binary.py:34(i16be)
        1    0.000    0.000    0.001    0.001 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 Shape.py:16(Shape)
        6    0.000    0.000    0.000    0.000 Image.py:516(__getattr__)
       14    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 egl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 RotateVec.py:1(<module>)
       74    0.000    0.000    0.000    0.000 {globals}
        4    0.000    0.000    0.000    0.000 core.py:89(doc_note)
       25    0.000    0.000    0.000    0.000 {max}
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        3    0.000    0.000    0.001    0.000 threading.py:101(RLock)
        2    0.000    0.000    0.000    0.000 getlimits.py:259(max)
       23    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.002    0.002 threading.py:768(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        2    0.000    0.000    0.001    0.000 Image.py:394(_getencoder)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.002    0.002 Keyboard.py:26(close)
        1    0.000    0.000    0.000    0.000 Ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.002    0.002 Log.py:31(set_logs)
        1    0.000    0.000    0.000    0.000 _internal.py:267(_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:1093(Logger)
        1    0.000    0.000    0.000    0.000 financial.py:8(<module>)
        1    0.000    0.000    0.005    0.005 ImageFile.py:73(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:899(poly1d)
        1    0.000    0.000    0.000    0.000 threading.py:367(_Event)
        1    0.000    0.000    0.000    0.000 Display.py:196(set_background)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(Prop)
        2    0.000    0.000    0.001    0.000 six.py:85(__get__)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        2    0.000    0.000    0.000    0.000 Utility.py:65(vec_normal)
        1    0.000    0.000    0.000    0.000 __init__.py:645(Handler)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:216(chunk_IHDR)
        4    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        3    0.000    0.000    0.001    0.000 Utility.py:55(vec_dot)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 core.py:5500(mvoid)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 Display.py:34(Display)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 Format.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 __init__.py:880(FileHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:231(NameValidator)
        7    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:950(__init__)
        1    0.000    0.000    0.001    0.001 ImageFont.py:123(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        2    0.000    0.000    0.001    0.001 locale.py:415(_parse_localename)
        2    0.000    0.000    0.000    0.000 six.py:74(_import_module)
        8    0.000    0.000    0.000    0.000 Utility.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:184(iinfo)
        1    0.000    0.000    0.000    0.000 wrapper.py:8(<module>)
        1    0.000    0.000    0.000    0.000 {function seed at 0xb6a215b0}
        1    0.000    0.000    0.000    0.000 ImageDraw.py:49(ImageDraw)
        1    0.000    0.000    0.004    0.004 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.001    0.001 nosetester.py:109(NoseTester)
        2    0.000    0.000    0.001    0.000 threading.py:181(Condition)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
       12    0.000    0.000    0.000    0.000 Utility.py:57(<genexpr>)
        5    0.000    0.000    0.000    0.000 Image.py:2154(register_save)
        5    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 threading.py:385(set)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:654(__init__)
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        3    0.000    0.000    0.000    0.000 ImageFile.py:485(_safe_read)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 six.py:128(_resolve)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        2    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        2    0.000    0.000    0.000    0.000 DefaultInstance.py:15(__init__)
        6    0.000    0.000    0.000    0.000 {PIL._imaging.crc32}
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 Building.py:157(ObjectCuboid)
        1    0.000    0.000    0.000    0.000 utils.py:979(SafeEval)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        7    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 core.py:5690(MaskedConstant)
        1    0.000    0.000    0.000    0.000 Constants.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _datasource.py:482(Repository)
        1    0.000    0.000    0.000    0.000 {_curses.cbreak}
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:386(Counter)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 Image.py:378(_getdecoder)
        3    0.000    0.000    0.000    0.000 {method 'join' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 threading.py:371(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _datasource.py:148(DataSource)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        3    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 DisplayOpenGL.py:15(DisplayOpenGL)
        4    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 Camera.py:11(Camera)
        1    0.000    0.000    0.172    0.172 osd.py:40(destroy)
        1    0.000    0.000    0.000    0.000 string.py:248(strip)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        4    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
        1    0.000    0.000    0.000    0.000 Gui.py:159(Button)
        1    0.000    0.000    0.000    0.000 _datasource.py:70(__init__)
        7    0.000    0.000    0.000    0.000 case.py:610(_deprecate)
       12    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.005    0.005 PngImagePlugin.py:408(load_prepare)
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 Light.py:7(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.001    0.001 locale.py:514(getlocale)
        1    0.000    0.000    0.000    0.000 threading.py:184(_Condition)
        1    0.000    0.000    0.000    0.000 Buffer.py:16(Buffer)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:635(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 npyio.py:125(NpzFile)
        1    0.000    0.000    0.000    0.000 case.py:1019(FunctionTestCase)
        1    0.000    0.000    0.001    0.001 __init__.py:816(__init__)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.001    0.001 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 Mouse.py:10(_Mouse)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        5    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.005    0.005 ImageFile.py:246(load_prepare)
       11    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       12    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 ImageFont.py:120(FreeTypeFont)
        2    0.000    0.000    0.000    0.000 Utility.py:59(vec_cross)
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 numeric.py:1381(set_string_function)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:181(__init__)
        7    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 core.py:5696(__new__)
        1    0.000    0.000    0.000    0.000 tempfile.py:364(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 Image.py:2143(register_mime)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        4    0.000    0.000    0.000    0.000 six.py:69(_add_doc)
        1    0.000    0.000    0.000    0.000 threading.py:352(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:277(notify)
        1    0.000    0.000    0.015    0.015 Keyboard.py:151(Keyboard)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1374(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:443(load_end)
        1    0.000    0.000    0.000    0.000 ElevationMap.py:18(ElevationMap)
        2    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 Lathe.py:6(Lathe)
        1    0.000    0.000    0.000    0.000 platform.py:388(_popen)
        3    0.000    0.000    0.000    0.000 _util.py:6(isPath)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        1    0.000    0.000    0.000    0.000 {sorted}
        1    0.000    0.000    0.001    0.001 ImageFont.py:200(truetype)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1382(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 numeric.py:2422(_setdef)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 core.py:5905(_frommethod)
        1    0.000    0.000    0.000    0.000 threading.py:104(_RLock)
        1    0.000    0.000    0.000    0.000 Texture.py:26(Texture)
        1    0.000    0.000    0.000    0.000 Utility.py:51(vec_sub)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:416(load_read)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 MergeShape.py:13(MergeShape)
        6    0.000    0.000    0.000    0.000 core.py:763(__init__)
        1    0.000    0.000    0.000    0.000 Light.py:5(Light)
        1    0.000    0.000    0.000    0.000 random.py:651(WichmannHill)
        1    0.000    0.000    0.000    0.000 Building.py:247(SolidObject)
        1    0.000    0.000    0.000    0.000 six.py:272(Iterator)
        1    0.000    0.000    0.000    0.000 {_curses.nocbreak}
        1    0.000    0.000    0.000    0.000 Building.py:84(Size)
        1    0.000    0.000    0.000    0.000 Gui.py:356(TextBox)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:78(ChunkStream)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 core.py:881(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:1279(addHandler)
       11    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:179(PngStream)
        1    0.000    0.000    0.000    0.000 osd.py:13(Display)
        1    0.000    0.000    0.000    0.000 PostProcess.py:10(PostProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 Ball.py:6(Ball)
        1    0.000    0.000    0.000    0.000 osd.py:52(Text)
        1    0.000    0.000    0.020    0.020 platform.py:1299(system)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:231(chunk_IDAT)
        1    0.000    0.000    0.000    0.000 Loadable.py:17(Loadable)
        1    0.000    0.000    0.000    0.000 ImageFile.py:70(ImageFile)
        1    0.000    0.000    0.000    0.000 Canvas.py:5(Canvas)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 Light.py:44(_default_instance)
        1    0.000    0.000    0.000    0.000 ShadowCaster.py:9(ShadowCaster)
        1    0.000    0.000    0.000    0.000 threading.py:304(_Semaphore)
        1    0.000    0.000    0.000    0.000 EventHandler.py:6(EventHandler)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 core.py:5863(__init__)
        4    0.000    0.000    0.000    0.000 core.py:2437(__get__)
        1    0.000    0.000    0.000    0.000 core.py:5851(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:23(ImagePalette)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:350(abspath)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 ImageFile.py:298(Parser)
        3    0.000    0.000    0.000    0.000 {PIL._imaging.draw}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:364(Event)
        1    0.000    0.000    0.000    0.000 Defocus.py:8(Defocus)
        1    0.000    0.000    0.000    0.000 core.py:2246(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 {_curses.noecho}
        1    0.000    0.000    0.000    0.000 Shader.py:23(Shader)
        1    0.000    0.000    0.000    0.000 EventStruct.py:5(EventStruct)
        1    0.000    0.000    0.000    0.000 OffScreenTexture.py:7(OffScreenTexture)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:80(__init__)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:267(JpegImageFile)
        1    0.000    0.000    0.000    0.000 LodSprite.py:6(LodSprite)
        1    0.000    0.000    0.000    0.000 __init__.py:683(createLock)
        1    0.000    0.000    0.000    0.000 threading.py:295(notifyAll)
        1    0.000    0.000    0.000    0.000 __init__.py:996(__init__)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 EnvironmentCube.py:37(EnvironmentCube)
        1    0.000    0.000    0.000    0.000 __init__.py:991(Manager)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        4    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 Gui.py:72(Widget)
        1    0.000    0.000    0.000    0.000 ioctl.py:58(_IOC)
        2    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 DefaultInstance.py:5(DefaultInstance)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:53(GifImageFile)
        1    0.000    0.000    0.000    0.000 random.py:801(SystemRandom)
        1    0.000    0.000    0.000    0.000 core.py:2465(MaskedIterator)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:341(PngImageFile)
        1    0.000    0.000    0.000    0.000 Model.py:9(Model)
        1    0.000    0.000    0.000    0.000 _datasource.py:47(_FileOpeners)
        1    0.000    0.000    0.000    0.000 Cone.py:6(Cone)
        1    0.000    0.000    0.000    0.000 Sprite.py:6(Sprite)
        1    0.000    0.000    0.000    0.000 core.py:2395(_arraymethod)
        1    0.000    0.000    0.000    0.000 Building.py:116(Position)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 Disk.py:10(Disk)
        1    0.000    0.000    0.000    0.000 __init__.py:573(Filterer)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 threading.py:531(_set_ident)
        1    0.000    0.000    0.000    0.000 Triangle.py:5(Triangle)
        1    0.000    0.000    0.000    0.000 ioctl.py:69(_IOW)
        1    0.000    0.000    0.000    0.000 core.py:7107(_convert2ma)
        1    0.000    0.000    0.000    0.000 utils.py:1353(WarningMessage)
        1    0.000    0.000    0.000    0.000 Texture.py:172(TextureCache)
        1    0.000    0.000    0.000    0.000 String.py:23(String)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
